Pantalla_Resolución de pantalla,_resolucion_pixeles,Comunicaciones_Estándar LAN,Sistema operativo_Arquitectura bit,Alimentación_Vatios-hora,_gpu_value,_gpu_price_usd,gpu_series,Pantalla_Formato de imagen,Otras características_Fecha de lanzamiento,Medidas y peso_Diseño,_tiene_webcam,Cámara_Webcam,Comunicaciones_Estándar wifi,Medidas y peso_Altura,Pantalla_Diagonal de la pantalla,Pantalla_Tamaño de la pantalla,_tamano_pantalla_pulgadas,Almacenamiento_Lector óptico,_version_bluetooth,Comunicaciones_Versión Bluetooth,_peso_kg,Medidas y peso_Peso,_serie,_cpu_price_usd,_cpu_value,Procesador_Frecuencia de reloj,Disco duro_Número de discos duros (instalados),Procesador_Nombre en clave del procesador,RAM_Tipo de RAM,Sistema operativo_Sistema operativo,Disco duro_Tipo de disco duro,Procesador_Caché,Procesador_Frecuencia turbo máx.,Medidas y peso_Profundidad,Medidas y peso_Ancho,Gráfica_Memoria gráfica,_cpu_cores,Procesador_Número de núcleos del procesador,gpu_brand,Procesador_Tipo de procesador,_gpu_rank,_gpu_mark,_ssd_gb,Disco duro_Capacidad de memoria SSD,gpu_is_integrated,Gráfica_Tarjeta gráfica,Otras características_Equipamiento,_ram_gb,RAM_Memoria RAM,cpu_family,cpu_brand,_cpu_mark,_cpu_rank,Procesador_Procesador,Procesador_Fabricante del procesador,Tipo de producto,Comunicaciones_Conectividad,_tiene_bluetooth,_tiene_wifi,Tipo,_brand,_precio_num
,,,,,50.56,449.99,rtx,,,,,,,,,,,,,,,,,108.99,178.69,2.500 MHz,,Alder Lake,DDR4,Microsoft Windows 11 Professional,disco duro SSD,18 MB,"4,4 GHz",,,8192 MB,6.0,6 núcleos,nvidia,Core i5,48.0,22749.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060 Ti,disco duro SSD,32.0,32 GB,core i5,intel,19475.0,803.0,Intel Core i5-12400F,Intel,PC gaming,,,,Desktop,Vist,1022.9
,,Ethernet 10/100/1000,64-Bit,,51.03,329.99,rtx,,,,,,,,,,,,,,,,,78.35,226.01,,2.0,,DDR4,Microsoft Windows 11 Professional,,,,,,12288 MB,,,nvidia,,103.0,16840.0,480.0,480 GB,False,NVIDIA GeForce RTX 3060,disco duro SSD,32.0,32 GB,ryzen 5,amd,17708.0,904.0,AMD Ryzen 5 3600,,PC gaming,"Ethernet, wifi",0.0,1.0,Desktop,ScreenOn,1799.0
,,,,,,,,,,,,,,,,,,,,,,,,277.99,109.5,2.100 MHz,,Alder Lake,DDR4,,disco duro SSD,25 MB,"4,9 GHz",,,,12.0,12 núcleos,,Core i7,,,512.0,512 GB,,,,16.0,16 GB,core i7,intel,30441.0,399.0,Inter Core i7-12700,Intel,Workstation,,,,Desktop,Ernitec,3392.355
,,,,,45.82,429.99,rtx,,,,,,,,,,,,,,,,,134.45,186.54,2.500 MHz,,Raptor Lake,DDR5,,disco duro SSD,20 MB,"4,6 GHz",,,,10.0,10 núcleos,nvidia,Core i5,76.0,19703.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4060,disco duro SSD,32.0,32 GB,core i5,intel,25080.0,549.0,Intel Core i5-13400F,Intel,PC gaming,,,,Desktop,PcCom,1161.11
,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,1.3,"1,3 kg",Shuttle XPC,,,,0.0,Alder Lake,DDR4,,sin disco duro,,,"16,5 cm",19 cm,,,,,,,,,,False,sin tarjeta gráfica,lector de tarjetas,,,,,,,,Intel,,Ethernet,0.0,0.0,Desktop,Shuttle,423.99
,,,,,63.3,249.0,,,,,,,,,,,,,,,,,Aspire,160.99,147.08,2.500 MHz,,Raptor Lake,DDR4,Microsoft Windows 10 Home,disco duro SSD,20 MB,"4,6 GHz",,,memoria dedicada,14.0,"14 núcleos, 10 núcleos",intel,Core i5,119.0,15761.0,512.0,512 GB,True,Intel UHD Graphics,,16.0,16 GB,core i5,intel,23679.0,601.0,Intel Core i5-13400,Intel,PC multimedia,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,Acer,729.33
,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,grabadora DVD,5.0,Bluetooth 5.0,5.9,"5,9 kg",Lenovo ThinkCentre,192.0,99.49,2.500 MHz,1.0,Alder Lake,DDR4,Microsoft Windows 11 Professional,disco duro M.2 SSD,18 MB,"4,4 GHz","29,6 cm","14,5 cm",memoria compartida,6.0,6 núcleos,intel,Core i5,1019.0,1562.0,256.0,256 GB,True,Intel UHD Graphics 730,"lector de tarjetas, conector de seguridad Kensington",8.0,8 GB,core i5,intel,19102.0,825.0,Intel Core i5-12400,Intel,PC de oficina,Ethernet,0.0,0.0,Desktop,Lenovo,1066.16
,,Ethernet 10/100/1000,,,,,,,,,,,IEEE 802.11ax,,,,,ninguno,5.2,Bluetooth 5.2,,,HP Pro,384.0,72.86,,1.0,Raptor Lake,DDR4,Microsoft Windows 11 Professional,disco duro M.2 SSD,30 MB,"4,9 GHz","17,5 cm","17,7 cm",memoria compartida,16.0,16 núcleos,intel,Core i7,894.0,1905.0,512.0,512 GB,True,Intel UHD Graphics 770,disco duro SSD,16.0,16 GB,core i7,intel,27979.0,467.0,Intel Core i7-13700T,Intel,Mini PC,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,HP,887.71
,,LAN 10/100/1000/2500,,,63.3,249.0,,,,,,,,,,,,ninguno,5.3,Bluetooth 5.3,,,ASUS NUC,503.0,49.61,1.400 MHz,1.0,Meteor Lake,DDR5,Microsoft Windows 11 Professional,disco duro M.2 SSD,24 MB,"4,8 GHz","11,2 cm","11,7 cm",,16.0,16 núcleos,intel,Intel Core Ultra 7,119.0,15761.0,1000.0,1.000 GB,True,Intel Arc Graphics,"disco duro SSD, conector de seguridad Kensington",32.0,32 GB,core ultra 7,intel,24954.0,555.0,Intel Core Ultra 7 155H,Intel,Mini PC,"wifi, Bluetooth, Ethernet",1.0,1.0,Desktop,ASUS,1106.0
,,,,,51.03,329.99,rtx,,,,,,,,,,,,,,,,,134.45,186.54,2.500 MHz,,Raptor Lake,DDR4,Microsoft Windows 11 Home,disco duro SSD,20 MB,"4,6 GHz",,,,10.0,10 núcleos,nvidia,Core i5,103.0,16840.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 3060,,16.0,16 GB,core i5,intel,25080.0,549.0,Intel Core i5-13400F,Intel,PC gaming,"wifi, Bluetooth",1.0,1.0,Desktop,MSI,1138.11
,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,4.0,Bluetooth 4.0,,,Intel NUC,644.99,14.47,,1.0,,,ninguno,disco duro SSD,,,"11,1 cm","11,5 cm",,,,,,,,,,,,,,,core i7,intel,9332.0,1411.0,Intel Core i7-10710U,Intel,Mini PC,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,Intel,714.65
,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,grabadora DVD,,,5.18,"5,18 kg",Dell OptiPlex,239.98,130.78,2.600 MHz,1.0,,DDR5,Microsoft Windows 11 Professional,disco duro M.2 SSD,24 MB,5 GHz,"29,22 cm","15,4 cm",memoria compartida,14.0,14 núcleos,intel,Core i5,894.0,1905.0,512.0,512 GB,True,Intel UHD Graphics 770,disco duro SSD,8.0,8 GB,core i5,intel,31384.0,379.0,Intel Core i5-14500,Intel,PC de oficina,Ethernet,0.0,0.0,Desktop,Dell,792.0
,,,,,45.67,589.99,rtx,,,,,,,,,,,,,,,,,319.99,165.88,3.400 MHz,,Raptor Lake Refresh,,,disco duro SSD,33 MB,"5,6 GHz",,,,20.0,20 núcleos,nvidia,Core i7,29.0,26941.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4070,disco duro SSD,32.0,32 GB,core i7,intel,53081.0,165.0,Intel Core i7-14700KF,Intel,PC gaming,,,,Desktop,Actina,2926.39
,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,,,3.300 MHz,1.0,,DDR5,Microsoft Windows 11 Professional,disco duro M.2 SSD,16 MB,"4,9 GHz",,,,8.0,8 núcleos,amd,Ryzen 9,93.0,17350.0,512.0,512 GB,False,AMD Radeon 680M,,32.0,32 GB,ryzen 9,amd,24406.0,576.0,AMD Ryzen 9 6900HX,AMD,Mini PC,"wifi, Bluetooth, Ethernet",1.0,1.0,Desktop,Minisforum,469.99
,,Ethernet 10/100/1000,64-Bit,,45.82,429.99,rtx,,,,,,,,,,,,,,,,,108.99,178.69,2.500 MHz,1.0,Alder Lake,,Microsoft Windows 11 Home,disco duro SSD,18 MB,"4,4 GHz","46,2 cm","18,5 cm",8192 MB,6.0,6 núcleos,nvidia,Core i5,76.0,19703.0,500.0,500 GB,False,NVIDIA GeForce RTX 4060,disco duro SSD,16.0,16 GB,core i5,intel,19475.0,803.0,Intel Core i5-12400F,Intel,PC gaming,Ethernet,0.0,0.0,Desktop,Captiva,1085.99
,,,,,36.34,349.71,gtx,,,,,,,,,,,,,,,,,64.99,247.88,3.600 MHz,,,DDR4,,disco duro SSD,8 MB,"4,1 GHz",,,6144 MB,6.0,6 núcleos,nvidia,Ryzen 5,185.0,12708.0,1000.0,1.000 GB,False,NVIDIA GeForce GTX 1660 Super,disco duro SSD,16.0,16 GB,ryzen 5,amd,16110.0,985.0,AMD Ryzen 5 4500,AMD,PC gaming,wifi,0.0,1.0,Desktop,Vibox,884.95
,,,,,27.15,1148.25,rx,,,,,,,,,,,,,,,,,719.0,97.92,4.400 MHz,1.0,,,,disco duro SSD,128 MB,"5,6 GHz",,,16384 MB,12.0,12 núcleos,amd,Ryzen 9,12.0,31169.0,2000.0,2.000 GB,False,AMD Radeon RX 7900 GRE,disco duro SSD,64.0,64 GB,ryzen 9,amd,70401.0,73.0,AMD Ryzen 9 7900X3D,AMD,PC gaming,"wifi, Bluetooth",1.0,1.0,Desktop,Sedatech,2499.9
,,,,,51.03,329.99,rtx,,,,,,,,,,,,,,,,,138.99,191.62,3.400 MHz,,Vermeer,DDR4,Microsoft Windows 11 Professional,disco duro SSD,32 MB,"4,6 GHz",,,12288 MB,8.0,8 núcleos,nvidia,Ryzen 7,103.0,16840.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 3060,disco duro SSD,32.0,32 GB,ryzen 7,amd,26633.0,507.0,AMD Ryzen 7 5700X,AMD,PC gaming,,,,Desktop,Vist,1012.9
,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,ninguno,,,10.0,10 kg,Acer Veriton,125.99,95.57,2.900 MHz,,Comet Lake,DDR4,Linux,disco duro SSD,12 MB,"4,3 GHz","30,6 cm",16 cm,memoria dedicada,6.0,6 núcleos,intel,Core i5,1104.0,1299.0,256.0,256 GB,True,Intel UHD Graphics 630,disco duro SSD,4.0,4 GB,core i5,intel,12041.0,1225.0,Intel Core i5-10400,Intel,PC completo,Ethernet,0.0,0.0,Desktop,Acer,640.0
,,Ethernet 10/100/1000,64-Bit,,,,,,,,,,IEEE 802.11ac,,,,,,5.1,Bluetooth 5.1,,,Lenovo ThinkStation,,,4.100 MHz,1.0,,,Microsoft Windows 11 Professional,disco duro SSD,64 MB,"4,5 GHz",46 cm,"16,5 cm",,12.0,12 núcleos,,,,,1000.0,1.000 GB,,,disco duro SSD,64.0,64 GB,ryzen threadripper,amd,40322.0,269.0,AMD Ryzen Threadripper PRO 5945WX,AMD,Workstation,Ethernet,0.0,0.0,Desktop,Lenovo,3387.0
,,LAN 10/100/1000/2500,,,63.3,249.0,,,,,,,,,,,,ninguno,5.3,Bluetooth 5.3,0.57,"0,57 kg",ASUS NUC,,,1.200 MHz,0.0,Meteor Lake,DDR5,ninguno,disco duro M.2 SSD,18 MB,"4,5 GHz","11,2 cm","11,7 cm",memoria compartida,14.0,14 núcleos,intel,Intel Core Ultra 5,119.0,15761.0,,,True,Intel Arc Graphics,conector de seguridad Kensington,,,core ultra 5,intel,21157.0,717.0,Intel Core Ultra 5 125H,Intel,,"wifi, Bluetooth, Ethernet",1.0,1.0,Desktop,ASUS,800.08
,,LAN 10/100/1000/2500,,,63.3,249.0,,,,,,,Wi-Fi 6E,,,,,ninguno,5.3,Bluetooth 5.3,0.63,"0,63 kg",MSI Cubi,340.0,50.68,1.400 MHz,1.0,Raptor Lake,DDR5,Microsoft Windows 11 Professional,disco duro M.2 SSD,12 MB,5 GHz,"13,56 cm","13,56 cm",memoria compartida,10.0,10 núcleos,intel,"Intel Core 5, Core i5",119.0,15761.0,512.0,512 GB,True,Intel Graphics,disco duro SSD,8.0,8 GB,,intel,17231.0,928.0,Intel Core 5 120U,Intel,Mini PC,"wifi, Bluetooth, Ethernet",1.0,1.0,Desktop,MSI,1056.56
,,LAN 10/100/1000/2500,,,63.3,249.0,,,,,,,,,,,,ninguno,,,,,,,,,0.0,Raptor Lake,DDR4,ninguno,disco duro M.2 SSD,,"4,8 GHz","33,7 cm","12,9 cm",memoria compartida,6.0,6 núcleos,intel,Core i3,119.0,15761.0,,,True,Intel UHD Graphics,,,,core i3,intel,10544.0,1314.0,Intel Core i3-1215U,Intel,Mini PC,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,Intel,947.0
,,Ethernet 10/100/1000,64-Bit,,,,,,,,,,IEEE 802.11ac,,,,,ninguno,,,4.5,"4,5 kg",Dell Vostro,122.0,101.74,3.300 MHz,1.0,Alder Lake,DDR4,Microsoft Windows 11 Professional,disco duro M.2 SSD,12 MB,"4,3 GHz","29,28 cm","9,26 cm",memoria compartida,4.0,4 núcleos,intel,Core i3,1019.0,1562.0,256.0,256 GB,True,Intel UHD Graphics 730,,8.0,8 GB,core i3,intel,12412.0,1203.0,Intel Core i3-12100,Intel,PC de oficina,"Ethernet, wifi",0.0,1.0,Desktop,Dell,623.72
,,,,,17.76,2153.94,rtx,,,,,,,,,,,,,,,,,319.99,165.88,3.400 MHz,1.0,Raptor Lake Refresh,,Microsoft Windows 11 Home,disco duro SSD,33 MB,"5,6 GHz",,,,20.0,20 núcleos,nvidia,Core i7,3.0,38264.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4090,disco duro SSD,32.0,32 GB,core i7,intel,53081.0,165.0,Intel Core i7-14700KF,Intel,PC gaming,,,,Desktop,Actina,3916.94
,,Ethernet 10/100/1000,,,,,,,,,,,IEEE 802.11ax,,,,,grabadora DVD,,,,,,,,,1.0,,,,disco duro SSD,,,"40,5 cm","17,5 cm",memoria compartida,,,intel,,1019.0,1562.0,,,True,Intel UHD Graphics 730,disco duro SSD,,,,,,,,,PC de oficina,"Ethernet, wifi",0.0,1.0,Desktop,Captiva,778.97
,,,,,38.44,529.99,rtx,,,,,,,,,,,,,,,,,409.99,141.1,3.000 MHz,,Raptor Lake,DDR4,,disco duro M.2 SSD,36 MB,"5,8 GHz",,,8192 MB,24.0,24 núcleos,nvidia,Core i9,66.0,20375.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 3060 Ti,disco duro SSD,32.0,32 GB,core i9,intel,57848.0,135.0,Intel Core i9-13900KF,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vibox,1784.95
,,,,,27.15,1148.25,rx,,,,,,,,,,,,,,,,,375.42,145.76,4.400 MHz,1.0,,,,disco duro SSD,64 MB,"5,6 GHz",,,16384 MB,12.0,12 núcleos,amd,Ryzen 9,12.0,31169.0,2000.0,2.000 GB,False,AMD Radeon RX 7900 GRE,disco duro SSD,64.0,64 GB,ryzen 9,amd,54721.0,156.0,AMD Ryzen 9 9900X,AMD,PC gaming,wifi,0.0,1.0,Desktop,Sedatech,2309.9
,,,,,45.82,429.99,rtx,,,,,,,,,,,,,,,,,108.99,178.69,2.500 MHz,,Alder Lake,DDR4,Microsoft Windows 11 Professional,disco duro SSD,18 MB,"4,4 GHz",,,,6.0,6 núcleos,nvidia,Core i5,76.0,19703.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060,disco duro SSD,32.0,32 GB,core i5,intel,19475.0,803.0,Intel Core i5-12400F,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vist,872.9
,,Ethernet 10/100/1000,,,,,,,,,,,IEEE 802.11ax,,,,,ninguno,5.3,Bluetooth 5.3,,,Acer Aspire,176.97,143.24,2.500 MHz,1.0,Raptor Lake Refresh,DDR5,Microsoft Windows 11 Home,disco duro M.2 SSD,20 MB,"4,7 GHz",33 cm,10 cm,memoria compartida,10.0,10 núcleos,intel,Core i5,1019.0,1562.0,512.0,512 GB,True,Intel UHD Graphics 730,disco duro SSD,16.0,16 GB,core i5,intel,25349.0,542.0,Intel Core i5-14400,Intel,PC multimedia,"wifi, Ethernet, Bluetooth",1.0,1.0,Desktop,Acer,698.99
,,Ethernet 10/100/1000,,,22.99,1498.07,rtx,,,,,,,,,,,ninguno,5.1,Bluetooth 5.1,17.0,17 kg,Lenovo Legion,299.0,154.84,3.400 MHz,1.0,Raptor Lake,DDR5,Microsoft Windows 11 Home,disco duro SSD,30 MB,"5,4 GHz",45 cm,"21,1 cm",16384 MB,16.0,16 núcleos,nvidia,Core i7,5.0,34435.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4080,disco duro SSD,32.0,32 GB,core i7,intel,46296.0,211.0,Intel Core i7-13700KF,Intel,PC gaming,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,Lenovo,4578.31
,,,,,,,,,,,,,,,,,,,,,,,HP Pro,220.0,142.82,2.500 MHz,,Raptor Lake,DDR4,Microsoft Windows 11 Professional,disco duro SSD,24 MB,"4,8 GHz",,,,12.0,12 núcleos,,Core i5,,,512.0,512 GB,,,,16.0,16 GB,core i5,intel,31420.0,377.0,Intel Core i5-13500,Intel,,wifi,0.0,1.0,Desktop,HP,725.33
,,,,,,,,,,,,,IEEE 802.11ax,,,,,ninguno,5.3,Bluetooth 5.3,,,ASUS ROG,,,,,,,,disco duro SSD,,,43 cm,18 cm,,,,,,,,,,,,,,,,,,,,,PC gaming,"wifi, Bluetooth",1.0,1.0,Desktop,ASUS,2833.935
,,LAN 10/100/1000/2500,,,63.3,249.0,,,,,,,Wi-Fi 6E,,,,,ninguno,5.3,Bluetooth 5.3,7.6,"7,6 kg",MSI Pro,176.97,143.24,,1.0,Raptor Lake Refresh,DDR4,ninguno,disco duro M.2 SSD,20 MB,"4,7 GHz","32,2 cm","16,8 cm",memoria compartida,,,intel,Core i5,119.0,15761.0,512.0,512 GB,True,Intel UHD Graphics,"disco duro SSD, lector de tarjetas",16.0,16 GB,core i5,intel,25349.0,542.0,Intel Core i5-14400,Intel,PC multimedia,"wifi, Bluetooth, Ethernet",1.0,1.0,Desktop,MSI,746.01
,,,,,,,,,,,,,,,,,,,,,,,,289.99,9.35,,,,,,,,,,,,,,intel,,1599.0,593.0,,,False,Intel HD Graphics 5500,,,,core i5,intel,2713.0,2812.0,Intel Core i5-5300U,Intel,Barebone,,,,Desktop,Intel,941.81
,,Ethernet 10/100/1000,64-Bit,,,,,,,,,,,,,,,grabadora DVD,,,9.4,"9,4 kg",Dell OptiPlex,49.99,90.32,2.800 MHz,,Haswell,DDR3,Microsoft Windows 7 Professional,disco duro HDD,2 MB,,"31,2 cm","9,3 cm",,2.0,2 núcleos,intel,,1700.0,523.0,,,False,Intel HD Graphics 4400,,4.0,4 GB,celeron,intel,4515.0,2185.0,Intel Celeron G1840,Intel,PC de oficina,Ethernet,0.0,0.0,Desktop,Dell,225.0
,,,,,,,,,,,,,,,,,,,,,,,,134.45,186.54,2.500 MHz,,Raptor Lake,DDR4,Microsoft Windows 11 Home,disco duro SSD,20 MB,"4,6 GHz",,,,10.0,10 núcleos,,Core i5,,,2000.0,2.000 GB,,,,32.0,32 GB,core i5,intel,25080.0,549.0,Intel Core i5-13400F,Intel,PC gaming,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,Actina,1654.8
,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,disco duro SSD,,,"46,2 cm","18,5 cm",8192 MB,,,,,,,,,,,disco duro SSD,,,,,,,,Intel,PC gaming,Ethernet,0.0,0.0,Desktop,Captiva,1515.99
,,,,,38.44,529.99,rtx,,,,,,,,,,,,,,,,,244.99,84.77,2.500 MHz,,Rocket Lake-S,DDR4,,disco duro M.2 SSD,16 MB,"4,9 GHz",,,8192 MB,8.0,8 núcleos,nvidia,Core i7,66.0,20375.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 3060 Ti,disco duro SSD,16.0,16 GB,core i7,intel,20768.0,739.0,Intel Core i7-11700F,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vibox,1149.95
,,,,,45.82,429.99,rtx,,,,,,,,,,,,,,,,,375.42,145.76,4.400 MHz,1.0,,,,disco duro SSD,64 MB,"5,6 GHz",,,8192 MB,12.0,12 núcleos,nvidia,Ryzen 9,76.0,19703.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4060,disco duro SSD,32.0,32 GB,ryzen 9,amd,54721.0,156.0,AMD Ryzen 9 9900X,AMD,PC gaming,wifi,0.0,1.0,Desktop,Sedatech,1789.9
,,,,,51.03,329.99,rtx,,,,,,,,,,,,,,,,,78.35,226.01,3.600 MHz,,Matisse,DDR4,Microsoft Windows 11 Professional,disco duro SSD,32 MB,"4,2 GHz",,,12288 MB,6.0,6 núcleos,nvidia,Ryzen 5,103.0,16840.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 3060,disco duro SSD,16.0,16 GB,ryzen 5,amd,17708.0,904.0,AMD Ryzen 5 3600,AMD,PC gaming,,,,Desktop,Vist,800.9
,,,,,,,,,,,,,,,,,,,,,,,,160.99,147.08,2.500 MHz,,Raptor Lake,DDR4,Microsoft Windows 11 Professional,disco duro SSD,20 MB,"4,6 GHz",,,memoria dedicada,14.0,"14 núcleos, 10 núcleos",,Core i5,,,512.0,512 GB,,,,16.0,16 GB,core i5,intel,23679.0,601.0,Intel Core i5-13400,Intel,PC de oficina,,,,Desktop,Lenovo,869.85
,,Ethernet 10/100/1000,64-Bit,,38.44,529.99,rtx,,,,,,IEEE 802.11ax,,,,,ninguno,5.2,Bluetooth 5.2,13.8,"13,8 kg",HP Omen,234.99,129.67,,1.0,Alder Lake,DDR4,Microsoft Windows 11 Home,disco duro SSD,25 MB,"4,8 GHz","39,6 cm","16,5 cm",8192 MB,12.0,12 núcleos,nvidia,Core i7,66.0,20375.0,512.0,512 GB,False,NVIDIA GeForce RTX 3060 Ti,,16.0,16 GB,core i7,intel,30470.0,397.0,Intel Core i7-12700F,Intel,PC gaming,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,HP,1321.0
,,Ethernet 10/100/1000,,,,,,,,,,,Wi-Fi 6E,,,,,,,,,,Dell OptiPlex,,,,,,,,,,,"29,28 cm","9,26 cm",,,,,,,,,,,,,,,,,,,,,PC de oficina,"Ethernet, wifi",0.0,1.0,Desktop,Dell,1141.915
,,,,,,,,,,,,,,,,,,,,,,,,134.45,186.54,2.500 MHz,,Raptor Lake,DDR4,,disco duro SSD,20 MB,"4,6 GHz",,,,10.0,10 núcleos,,Core i5,,,2000.0,2.000 GB,,,,32.0,32 GB,core i5,intel,25080.0,549.0,Intel Core i5-13400F,Intel,PC gaming,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,Actina,1727.99
,,,,,27.15,1148.25,rx,,,,,,,,,,,,,,,,,269.92,152.05,3.200 MHz,1.0,Alder Lake,DDR4,Microsoft Windows 11 Home,disco duro SSD,30 MB,"5,2 GHz",,,24576 MB,16.0,16 núcleos,amd,Core i9,12.0,31169.0,2000.0,2.000 GB,False,AMD Radeon RX 7900 XTX,"refrigeración líquida, disco duro SSD",32.0,32 GB,core i9,intel,41040.0,261.0,Intel Core i9-12900KF,Intel,PC gaming,Ethernet,0.0,0.0,Desktop,Captiva,3373.96
,,,,,,,vega,,,,,,,,,,,,,,,,,79.9,88.19,3.600 MHz,,Picasso,DDR4,,disco duro M.2 SSD,4 MB,4 GHz,,,memoria compartida,4.0,4 núcleos,amd,Ryzen 3,863.0,1994.0,500.0,500 GB,False,AMD Radeon RX Vega 8,disco duro SSD,16.0,16 GB,ryzen 3,amd,7046.0,1681.0,AMD Ryzen 3 3200G,AMD,PC gaming,wifi,0.0,1.0,Desktop,Vibox,512.95
,,,,,50.56,449.99,rtx,,,,,,,,,,,,,,,,,138.99,191.62,3.400 MHz,1.0,Vermeer,,,disco duro SSD,32 MB,"4,6 GHz",,,8192 MB,8.0,8 núcleos,nvidia,Ryzen 7,48.0,22749.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4060 Ti,disco duro SSD,32.0,32 GB,ryzen 7,amd,26633.0,507.0,AMD Ryzen 7 5700X,AMD,PC gaming,wifi,0.0,1.0,Desktop,Sedatech,1369.9
,,,,,50.56,449.99,rtx,,,,,,,,,,,,,,,,,108.99,178.69,2.500 MHz,,Alder Lake,DDR4,Microsoft Windows 11 Professional,disco duro SSD,18 MB,"4,4 GHz",,,8192 MB,6.0,6 núcleos,nvidia,Core i5,48.0,22749.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060 Ti,disco duro SSD,32.0,32 GB,core i5,intel,19475.0,803.0,Intel Core i5-12400F,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vist,1039.9
,,Ethernet 10/100/1000,64-Bit,,,,,,,,,,IEEE 802.11ax,,,,,ninguno,5.1,Bluetooth 5.1,1.25,"1,25 kg",Lenovo ThinkCentre,589.99,77.84,,,,DDR5,Microsoft Windows 11 Professional,disco duro SSD,36 MB,"5,6 GHz","18,3 cm","17,9 cm",memoria compartida,24.0,24 núcleos,intel,Core i9,894.0,1905.0,512.0,512 GB,True,Intel UHD Graphics 770,,16.0,16 GB,core i9,intel,45924.0,219.0,Intel Core i9-13900,Intel,,"wifi, Bluetooth, Ethernet",1.0,1.0,Desktop,Lenovo,1623.14
,,,,,63.3,249.0,,,,,,,,,,,,,,,,,,192.0,99.49,2.500 MHz,,Alder Lake,DDR4,,disco duro SSD,18 MB,"4,4 GHz",,,,6.0,6 núcleos,intel,Core i5,119.0,15761.0,512.0,512 GB,True,Intel Graphics,,16.0,16 GB,core i5,intel,19102.0,825.0,Intel Core i5-12400,Intel,,,,,Desktop,HP,685.84
,,,,,,,,,,,,,,,,,,,,,,,,100.75,85.36,3.600 MHz,1.0,Comet Lake-S,,,disco duro SSD,6 MB,"4,3 GHz",,,,4.0,4 núcleos,,Core i3,,,256.0,256 GB,,,disco duro SSD,8.0,8 GB,core i3,intel,8600.0,1476.0,Intel Core i3-10100,Intel,PC de oficina,,,,Desktop,Actina,685.88
,,,,,,,vega,,,,,,,,,,,,,,,,,79.9,88.19,3.600 MHz,,Picasso,DDR4,,disco duro M.2 SSD,4 MB,4 GHz,,,memoria compartida,4.0,4 núcleos,amd,Ryzen 3,863.0,1994.0,500.0,500 GB,False,AMD Radeon RX Vega 8,disco duro SSD,16.0,16 GB,ryzen 3,amd,7046.0,1681.0,AMD Ryzen 3 3200G,AMD,PC gaming,wifi,0.0,1.0,Desktop,Vibox,635.95
,,,,,45.82,429.99,rtx,,,,,,,,,,,,,,,,,335.97,153.13,4.700 MHz,1.0,Raphael,,,disco duro SSD,64 MB,"5,6 GHz",,,8192 MB,12.0,12 núcleos,nvidia,Ryzen 9,76.0,19703.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4060,disco duro SSD,32.0,32 GB,ryzen 9,amd,51448.0,175.0,AMD Ryzen 9 7900X,AMD,PC gaming,wifi,0.0,1.0,Desktop,Sedatech,1929.9
